X_Value,Temperature_0,Temperature_1,Temperature_2
6.9,63.058313,69.694279,63.762343
7,63.058313,69.694279,63.762343
7.1,63.058313,69.694279,63.762343
7.2,62.72334,69.293602,62.852225
7.3,62.72334,69.293602,62.852225
7.4,62.72334,69.293602,62.852225
7.5,62.453543,68.887169,61.944369
7.6,62.453543,68.887169,61.944369
7.7,62.453543,68.887169,61.944369
7.8,62.206686,68.469703,61.266975
7.9,62.206686,68.469703,61.266975
8,62.206686,68.469703,61.266975
8.1,61.976572,68.013916,60.601568
8.2,61.976572,68.013916,60.601568
8.3,61.976572,68.013916,60.601568
8.4,61.804318,67.671361,59.997948
8.5,61.804318,67.671361,59.997948
8.6,61.804318,67.671361,59.997948
8.7,61.638945,67.273748,59.394269
8.8,61.638945,67.273748,67.273748
8.9,61.638945,67.273748,67.273748
9,61.433592,66.889631,66.889631
9.1,61.433592,66.889631,66.889631
9.2,61.433592,66.889631,66.889631
9.3,61.300586,66.60823,66.60823
9.4,61.300586,66.60823,66.60823
9.5,61.300586,66.60823,66.60823
9.6,61.220412,66.370161,66.370161
9.7,61.220412,66.370161,66.370161
9.8,61.220412,66.370161,66.370161
9.9,61.152412,66.1385,66.1385
10,61.152412,66.1385,66.1385
10.1,61.152412,66.1385,66.1385
10.2,61.103248,65.930682,65.930682
10.3,61.103248,65.930682,65.930682
10.4,61.103248,65.930682,65.930682
10.5,61.03892,65.789377,65.789377
10.6,61.03892,65.789377,65.789377
10.7,61.03892,65.789377,65.789377
10.8,60.995728,65.616411,65.616411
10.9,60.995728,65.616411,65.616411
11,60.995728,65.616411,65.616411
11.1,60.969996,65.462936,65.462936
11.2,60.969996,65.462936,65.462936
11.3,60.969996,65.462936,65.462936
11.4,60.9291,65.336527,65.336527
11.5,60.9291,65.336527,65.336527
11.6,60.9291,65.336527,65.336527
11.7,60.939209,65.192448,65.192448
11.8,60.939209,65.192448,65.192448
11.9,60.939209,65.192448,65.192448
12,60.930249,65.0089,65.0089
12.1,60.930249,65.0089,65.0089
12.2,60.930249,65.0089,65.0089
12.3,60.912098,64.804691,64.804691
12.4,60.912098,64.804691,64.804691
12.5,60.912098,64.804691,64.804691
12.6,60.898313,64.632366,64.632366
12.7,60.898313,64.632366,64.632366
12.8,60.898313,64.632366,64.632366
12.9,60.8627,64.476555,64.476555
13,60.8627,64.476555,64.476555
13.1,60.8627,64.476555,64.476555
13.2,60.841562,64.394402,64.394402
13.3,60.841562,64.394402,64.394402
13.4,60.841562,64.394402,64.394402
13.5,60.827087,64.250743,64.250743
13.6,60.827087,64.250743,64.250743
13.7,60.827087,64.250743,64.250743
13.8,60.787108,64.195664,64.195664
13.9,60.787108,64.195664,64.195664
14,60.787108,64.195664,64.195664
14.1,60.808935,64.069439,64.069439
14.2,60.808935,64.069439,64.069439
14.3,60.808935,64.069439,64.069439
14.4,60.783661,63.920258,63.920258
14.5,60.783661,63.920258,63.920258
14.6,60.783661,63.920258,63.920258
14.7,60.730584,63.740314,63.740314
14.8,60.730584,63.740314,63.740314
14.9,60.730584,63.740314,63.740314
15,60.686927,63.615448,63.615448
15.1,60.686927,63.615448,63.615448
15.2,60.686927,63.615448,63.615448
15.3,60.690604,63.543832,63.543832
15.4,60.690604,63.543832,63.543832
15.5,60.690604,63.543832,63.543832
15.6,60.739086,63.432732,63.432732
15.7,60.739086,63.432732,63.432732
15.8,60.739086,63.432732,63.432732
15.9,60.765969,63.355602,63.355602
16,60.765969,63.355602,63.355602
16.1,60.765969,63.355602,63.355602
16.2,60.830993,63.258728,63.258728
16.3,60.830993,63.258728,63.258728
16.4,60.830993,63.258728,63.258728
16.5,60.859943,63.217866,63.217866
16.6,60.859943,63.217866,63.217866
16.7,60.859943,63.217866,63.217866
16.8,60.91991,63.124202,63.124202
16.9,60.91991,63.124202,63.124202
17,60.91991,63.124202,63.124202
17.1,60.935074,63.042473,63.042473
17.2,60.935074,63.042473,63.042473
17.3,60.935074,63.042473,63.042473
17.4,60.904976,62.914365,62.914365
17.5,60.904976,62.914365,62.914365
17.6,60.904976,62.914365,62.914365
17.7,60.91945,62.831252,62.831252
17.8,60.91945,62.831252,62.831252
17.9,60.91945,62.831252,62.831252
18,60.979186,62.809211,62.809211
18.1,60.979186,62.809211,62.809211
18.2,60.979186,62.809211,62.809211
18.3,61.03961,62.812885,62.812885
18.4,61.03961,62.812885,62.812885
18.5,61.03961,62.812885,62.812885
18.6,61.151263,62.847094,62.847094
18.7,61.151263,62.847094,62.847094
18.8,61.151263,62.847094,62.847094
18.9,61.270952,62.915742,62.915742
19,61.270952,62.915742,62.915742
19.1,61.270952,62.915742,62.915742
19.2,61.382136,62.966251,62.966251
19.3,61.382136,62.966251,62.966251
19.4,61.382136,62.966251,62.966251
19.5,61.494464,63.009872,63.009872
19.6,61.494464,63.009872,63.009872
19.7,61.494464,63.009872,63.009872
19.8,61.576008,63.059002,63.059002
19.9,61.576008,63.059002,63.059002
20,61.576008,63.059002,63.059002
20.1,61.689247,63.090684,63.090684
20.2,61.689247,63.090684,63.090684
20.3,61.689247,63.090684,63.090684
20.4,61.785255,63.172412,63.172412
20.5,61.785255,63.172412,63.172412
20.6,61.785255,63.172412,63.172412
20.7,61.892514,63.233476,63.233476
20.8,61.892514,63.233476,63.233476
20.9,61.892514,63.233476,63.233476
21,62.022275,63.276175,63.276175
21.1,62.022275,63.276175,63.276175
21.2,62.022275,63.276175,63.276175
21.3,62.091861,63.316348,63.316348
21.4,62.091861,63.316348,63.316348
21.5,62.091861,63.316348,63.316348
21.6,62.181425,63.368457,63.368457
21.7,62.181425,63.368457,63.368457
21.8,62.181425,63.368457,63.368457
21.9,62.307728,63.418959,63.418959
22,62.307728,63.418959,63.418959
22.1,62.307728,63.418959,63.418959
22.2,62.446884,63.475198,63.475198
22.3,62.446884,63.475198,63.475198
22.4,62.446884,63.475198,63.475198
22.5,62.57639,63.585149,63.585149
22.6,62.57639,63.585149,63.585149
22.7,62.57639,63.585149,63.585149
22.8,62.679027,63.6345,63.6345
22.9,62.679027,63.6345,63.6345
23,62.679027,63.6345,63.6345
23.1,62.852834,63.734576,63.734576
23.2,62.852834,63.734576,63.734576
23.3,62.852834,63.734576,63.734576
23.4,62.985536,63.800449,63.800449
23.5,62.985536,63.800449,63.800449
23.6,62.985536,63.800449,63.800449
23.7,63.136369,63.90511,63.90511
23.8,63.136369,63.90511,63.90511
23.9,63.136369,63.90511,63.90511
24,63.275716,63.948259,63.948259
24.1,63.275716,63.948259,63.948259
24.2,63.275716,63.948259,63.948259
24.3,63.436405,64.057505,64.057505
24.4,63.436405,64.057505,64.057505
24.5,63.436405,64.057505,64.057505
24.6,63.611317,64.141044,64.141044
24.7,63.611317,64.141044,64.141044
24.8,63.611317,64.141044,64.141044
24.9,63.760053,64.259004,64.259004
25,63.760053,64.259004,64.259004
25.1,63.760053,64.259004,64.259004
25.2,63.936783,64.349882,64.349882
25.3,63.936783,64.349882,64.349882
25.4,63.936783,64.349882,64.349882
25.5,64.161699,64.481374,64.481374
25.6,64.161699,64.481374,64.481374
25.7,64.161699,64.481374,64.481374
25.8,64.393943,64.615615,64.615615
25.9,64.393943,64.615615,64.615615
26,64.393943,64.615615,64.615615
26.1,64.662426,64.764995,64.764995
26.2,64.662426,64.764995,64.764995
26.3,64.662426,64.764995,64.764995
26.4,64.90519,64.906797,64.906797
26.5,64.90519,64.906797,64.906797
26.6,64.90519,64.906797,64.906797
26.7,65.131878,65.030926,65.030926
26.8,65.131878,65.030926,65.030926
26.9,65.131878,65.030926,65.030926
27,65.34341,65.134861,65.134861
27.1,65.34341,65.134861,65.134861
27.2,65.34341,65.134861,65.134861
27.3,65.572824,65.233745,65.233745
27.4,65.572824,65.233745,65.233745
27.5,65.572824,65.233745,65.233745
27.6,65.767814,65.294314,65.294314
27.7,65.767814,65.294314,65.294314
27.8,65.767814,65.294314,65.294314
27.9,65.965089,65.376905,65.376905
28,65.965089,65.376905,65.376905
28.1,65.965089,65.376905,65.376905
28.2,66.24034,65.519142,65.519142
28.3,66.24034,65.519142,65.519142
28.4,66.24034,65.519142,65.519142
28.5,66.634835,65.70496,65.70496
28.6,66.634835,65.70496,65.70496
28.7,66.634835,65.70496,65.70496
28.8,67.042594,65.887098,65.887098
28.9,67.042594,65.887098,65.887098
29,67.042594,65.887098,65.887098
29.1,67.464992,66.088955,66.088955
29.2,67.464992,66.088955,66.088955
29.3,67.464992,66.088955,66.088955
29.4,67.913949,66.344243,66.344243
29.5,67.913949,66.344243,66.344243
29.6,67.913949,66.344243,66.344243
29.7,68.334897,66.584837,66.584837
29.8,68.334897,66.584837,66.584837
29.9,68.334897,66.584837,66.584837
30,68.830546,66.860276,66.860276
30.1,68.830546,66.860276,66.860276
30.2,68.830546,66.860276,66.860276
30.3,69.271597,67.137075,67.137075
30.4,69.271597,67.137075,67.137075
30.5,69.271597,67.137075,67.137075
30.6,69.767627,67.472788,67.472788
30.7,69.767627,67.472788,67.472788
30.8,69.767627,67.472788,67.472788
30.9,70.259267,67.746569,67.746569
31,70.259267,67.746569,67.746569
31.1,70.259267,67.746569,67.746569
31.2,70.760042,68.06986,68.06986
31.3,70.760042,68.06986,68.06986
31.4,70.760042,68.06986,68.06986
31.5,71.302266,68.430729,68.430729
31.6,71.302266,68.430729,68.430729
31.7,71.302266,68.430729,68.430729
31.8,71.801836,68.769337,68.769337
31.9,71.801836,68.769337,68.769337
32,71.801836,68.769337,68.769337
32.1,72.318799,69.098756,80.100705
32.2,72.318799,69.098756,80.100705
32.3,72.318799,69.098756,80.100705
32.4,72.930374,69.452684,80.207964
32.5,72.930374,69.452684,80.207964
32.6,72.930374,69.452684,80.207964
32.7,73.585919,69.851518,80.38444
32.8,73.585919,69.851518,80.38444
32.9,73.585919,69.851518,80.38444
33,74.30262,70.353924,80.582464
33.1,74.30262,70.353924,80.582464
33.2,74.30262,70.353924,80.582464
33.3,75.04726,70.891361,80.926956
33.4,75.04726,70.891361,80.926956
33.5,75.04726,70.891361,80.926956
33.6,75.813434,71.491097,81.252668
33.7,75.813434,71.491097,81.252668
33.8,75.813434,71.491097,81.252668
33.9,76.589926,72.056654,81.571748
34,76.589926,72.056654,81.571748
34.1,76.589926,72.056654,81.571748
34.2,77.381102,72.694363,81.906202
34.3,77.381102,72.694363,81.906202
34.4,77.381102,72.694363,81.906202
34.5,78.196599,73.375579,82.176254
34.6,78.196599,73.375579,82.176254
34.7,78.196599,73.375579,82.176254
34.8,79.067143,74.12001,82.611619
34.9,79.067143,74.12001,82.611619
35,79.067143,74.12001,82.611619
35.1,80.035158,74.855259,83.132541
35.2,80.035158,74.855259,83.132541
35.3,80.035158,74.855259,83.132541
35.4,80.92856,75.556363,83.581509
35.5,80.92856,75.556363,83.581509
35.6,80.92856,75.556363,83.581509
35.7,81.86471,76.269384,83.972268
35.8,81.86471,76.269384,83.972268
35.9,81.86471,76.269384,83.972268
36,82.801915,77.13685,84.436908
36.1,82.801915,77.13685,84.436908
36.2,82.801915,77.13685,84.436908
36.3,83.847515,77.9324,85.007336
36.4,83.847515,77.9324,85.007336
36.5,83.847515,77.9324,85.007336
36.6,84.896318,78.794217,85.474834
36.7,84.896318,78.794217,85.474834
36.8,84.896318,78.794217,85.474834
36.9,85.921965,79.624244,85.871721
37,85.921965,79.624244,85.871721
37.1,85.921965,79.624244,85.871721
37.2,87.035077,80.557711,86.457486
37.3,87.035077,80.557711,86.457486
37.4,87.035077,80.557711,86.457486
37.5,88.159768,81.462177,86.990326
37.6,88.159768,81.462177,86.990326
37.7,88.159768,81.462177,86.990326
37.8,89.330065,82.384189,87.492945
37.9,89.330065,82.384189,87.492945
38,89.330065,82.384189,87.492945
38.1,90.565344,83.444843,88.089752
38.2,90.565344,83.444843,88.089752
38.3,90.565344,83.444843,88.089752
38.4,91.836755,84.492411,88.772074
38.5,91.836755,84.492411,88.772074
38.6,91.836755,84.492411,88.772074
38.7,93.188302,85.593896,89.45201
38.8,93.188302,85.593896,89.45201
38.9,93.188302,85.593896,89.45201
39,94.552733,86.742025,90.083393
39.1,94.552733,86.742025,90.083393
39.2,94.552733,86.742025,90.083393
39.3,96.029095,87.905419,90.758789
39.4,96.029095,87.905419,90.758789
39.5,96.029095,87.905419,90.758789
39.6,97.526183,89.115353,91.440312
39.7,97.526183,89.115353,91.440312
39.8,97.526183,89.115353,91.440312
39.9,99.048464,90.440829,92.207968
40,99.048464,90.440829,92.207968
40.1,99.048464,90.440829,92.207968
40.2,100.713916,91.769873,92.99515
40.3,100.713916,91.769873,92.99515
40.4,100.713916,91.769873,92.99515
40.5,102.437036,93.204399,93.891128
40.6,102.437036,93.204399,93.891128
40.7,102.437036,93.204399,93.891128
40.8,104.236511,94.7414,94.823543
40.9,104.236511,94.7414,94.823543
41,104.236511,94.7414,94.823543
41.1,106.090859,96.284414,95.789456
41.2,106.090859,96.284414,95.789456
41.3,106.090859,96.284414,95.789456
41.4,108.001219,97.911609,96.852247
41.5,108.001219,97.911609,96.852247
41.6,108.001219,97.911609,96.852247
41.7,109.956916,99.599473,97.936723
41.8,109.956916,99.599473,97.936723
41.9,109.956916,99.599473,97.936723
42,112.022892,101.43613,99.112549
42.1,112.022892,101.43613,99.112549
42.2,112.022892,101.43613,99.112549
42.3,114.188185,103.358513,100.306541
42.4,114.188185,103.358513,100.306541
42.5,114.188185,103.358513,100.306541
42.6,116.402942,105.360465,101.563524
42.7,116.402942,105.360465,101.563524
42.8,116.402942,105.360465,101.563524
42.9,118.710012,107.479806,102.908345
43,118.710012,107.479806,102.908345
43.1,118.710012,107.479806,102.908345
43.2,121.117012,109.615948,104.290359
43.3,121.117012,109.615948,104.290359
43.4,121.117012,109.615948,104.290359
43.5,123.623193,111.892465,105.693479
43.6,123.623193,111.892465,105.693479
43.7,123.623193,111.892465,105.693479
43.8,126.195974,114.240469,107.180269
43.9,126.195974,114.240469,107.180269
44,126.195974,114.240469,107.180269
44.1,128.771633,116.631206,108.569801
44.2,128.771633,116.631206,108.569801
44.3,128.771633,116.631206,108.569801
44.4,131.502905,119.211463,110.164171
44.5,131.502905,119.211463,110.164171
44.6,131.502905,119.211463,110.164171
44.7,134.374192,121.92959,111.894786
44.8,134.374192,121.92959,111.894786
44.9,134.374192,121.92959,111.894786
45,137.306437,124.796521,113.701201
45.1,137.306437,124.796521,113.701201
45.2,137.306437,124.796521,113.701201
45.3,140.366725,127.74855,115.552279
45.4,140.366725,127.74855,115.552279
45.5,140.366725,127.74855,115.552279
45.6,143.457191,130.804797,117.523377
45.7,143.457191,130.804797,117.523377
45.8,143.457191,130.804797,117.523377
45.9,146.647255,133.981661,119.527042
46,146.647255,133.981661,119.527042
46.1,146.647255,133.981661,119.527042
46.2,149.927108,137.388842,121.666078
46.3,149.927108,137.388842,121.666078
46.4,149.927108,137.388842,121.666078
46.5,153.288483,141.071439,123.945194
46.6,153.288483,141.071439,123.945194
46.7,153.288483,141.071439,123.945194
46.8,156.778086,144.923312,126.424139
46.9,156.778086,144.923312,126.424139
47,156.778086,144.923312,126.424139
47.1,160.388091,148.914356,129.076541
47.2,160.388091,148.914356,129.076541
47.3,160.388091,148.914356,129.076541
47.4,164.139564,152.893411,131.806403
47.5,164.139564,152.893411,131.806403
47.6,164.139564,152.893411,131.806403
47.7,167.833208,157.129063,134.213409
47.8,167.833208,157.129063,134.213409
47.9,167.833208,157.129063,134.213409
48,171.688994,161.51226,136.85633
48.1,171.688994,161.51226,136.85633
48.2,171.688994,161.51226,136.85633
48.3,175.74571,166.088124,139.745234
48.4,175.74571,166.088124,139.745234
48.5,175.74571,166.088124,139.745234
48.6,180.012929,170.886728,142.836178
48.7,180.012929,170.886728,142.836178
48.8,180.012929,170.886728,142.836178
48.9,184.288333,175.878794,146.013977
49,184.288333,175.878794,146.013977
49.1,184.288333,175.878794,146.013977
49.2,188.71014,181.182332,149.332712
49.3,188.71014,181.182332,149.332712
49.4,188.71014,181.182332,149.332712
49.5,193.223918,186.698399,152.763235
49.6,193.223918,186.698399,152.763235
49.7,193.223918,186.698399,152.763235
49.8,197.896792,192.443038,156.571508
49.9,197.896792,192.443038,156.571508
50,197.896792,192.443038,156.571508
50.1,202.65955,198.410414,160.510524
50.2,202.65955,198.410414,160.510524
50.3,202.65955,198.410414,160.510524
50.4,207.580205,204.543109,164.715513
50.5,207.580205,204.543109,164.715513
50.6,207.580205,204.543109,164.715513
50.7,212.578741,210.998714,169.023328
50.8,212.578741,210.998714,169.023328
50.9,212.578741,210.998714,169.023328
51,217.642667,217.68849,173.559452
51.1,217.642667,217.68849,173.559452
51.2,217.642667,217.68849,173.559452
51.3,222.75792,224.549148,178.200203
51.4,222.75792,224.549148,178.200203
51.5,222.75792,224.549148,178.200203
51.6,227.948909,231.646456,182.973203
51.7,227.948909,231.646456,182.973203
51.8,227.948909,231.646456,182.973203
51.9,233.081001,238.846208,187.922158
52,233.081001,238.846208,187.922158
52.1,233.081001,238.846208,187.922158
52.2,238.290107,246.178988,192.853405
52.3,238.290107,246.178988,192.853405
52.4,238.290107,246.178988,192.853405
52.5,243.575219,253.681947,197.959744
52.6,243.575219,253.681947,197.959744
52.7,243.575219,253.681947,197.959744
52.8,248.811552,261.229079,203.341242
52.9,248.811552,261.229079,203.341242
53,248.811552,261.229079,203.341242
53.1,253.944395,268.843306,208.615374
53.2,253.944395,268.843306,208.615374
53.3,253.944395,268.843306,208.615374
53.4,259.111201,276.478224,213.969166
53.5,259.111201,276.478224,213.969166
53.6,259.111201,276.478224,213.969166
53.7,264.276558,284.00315,219.343609
53.8,264.276558,284.00315,219.343609
53.9,264.276558,284.00315,219.343609
54,269.386877,291.46169,224.729892
54.1,269.386877,291.46169,224.729892
54.2,269.386877,291.46169,224.729892
54.3,274.390282,298.827886,230.186774
54.4,274.390282,298.827886,230.186774
54.5,274.390282,298.827886,230.186774
54.6,279.254595,306.056775,235.662251
54.7,279.254595,306.056775,235.662251
54.8,279.254595,306.056775,235.662251
54.9,284.049163,313.153362,241.119956
55,284.049163,313.153362,241.119956
55.1,284.049163,313.153362,241.119956
55.2,288.729496,320.059027,246.533408
55.3,288.729496,320.059027,246.533408
55.4,288.729496,320.059027,246.533408
55.5,293.23894,326.709724,251.843743
55.6,293.23894,326.709724,251.843743
55.7,293.23894,326.709724,251.843743
55.8,297.623074,333.107537,257.007988
55.9,297.623074,333.107537,257.007988
56,297.623074,333.107537,257.007988
56.1,301.819579,339.250046,262.146282
56.2,301.819579,339.250046,262.146282
56.3,301.819579,339.250046,262.146282
56.4,305.926377,345.105812,267.266555
56.5,305.926377,345.105812,267.266555
56.6,305.926377,345.105812,267.266555
56.7,309.815885,350.660975,272.233682
56.8,309.815885,350.660975,272.233682
56.9,309.815885,350.660975,272.233682
57,313.539676,355.843283,276.976057
57.1,313.539676,355.843283,276.976057
57.2,313.539676,355.843283,276.976057
57.3,317.161157,360.760463,281.539683
57.4,317.161157,360.760463,281.539683
57.5,317.161157,360.760463,281.539683
57.6,320.674837,365.324545,286.142075
57.7,320.674837,365.324545,286.142075
57.8,320.674837,365.324545,286.142075
57.9,323.992216,369.416387,290.614991
58,323.992216,369.416387,290.614991
58.1,323.992216,369.416387,290.614991
58.2,327.003507,373.366336,294.777877
58.3,327.003507,373.366336,294.777877
58.4,327.003507,373.366336,294.777877
58.5,329.979225,377.029297,298.639923
58.6,329.979225,377.029297,298.639923
58.7,329.979225,377.029297,298.639923
58.8,332.81546,380.36061,302.371173
58.9,332.81546,380.36061,302.371173
59,332.81546,380.36061,302.371173
59.1,335.49721,383.366856,305.810208
59.2,335.49721,383.366856,305.810208
59.3,335.49721,383.366856,305.810208
59.4,337.998299,386.229094,309.234014
59.5,337.998299,386.229094,309.234014
59.6,337.998299,386.229094,309.234014
59.7,340.37437,388.821695,312.352662
59.8,340.37437,388.821695,312.352662
59.9,340.37437,388.821695,312.352662
60,342.590742,391.166688,315.410239
60.1,342.590742,391.166688,315.410239
60.2,342.590742,391.166688,315.410239
60.3,344.610255,393.145414,318.087044
60.4,344.610255,393.145414,318.087044
60.5,344.610255,393.145414,318.087044
60.6,346.543533,394.861523,320.576935
60.7,346.543533,394.861523,320.576935
60.8,346.543533,394.861523,320.576935
60.9,348.325564,396.496697,323.106163
61,348.325564,396.496697,323.106163
61.1,348.325564,396.496697,323.106163
61.2,350.057969,397.986838,325.480495
61.3,350.057969,397.986838,325.480495
61.4,350.057969,397.986838,325.480495
61.5,351.57676,399.378128,327.665483
61.6,351.57676,399.378128,327.665483
61.7,351.57676,399.378128,327.665483
61.8,353.030616,400.616214,329.669172
61.9,353.030616,400.616214,329.669172
62,353.030616,400.616214,329.669172
62.1,354.455285,401.730316,331.589481
62.2,354.455285,401.730316,331.589481
62.3,354.455285,401.730316,331.589481
62.4,355.784621,402.624788,333.439984
62.5,355.784621,402.624788,333.439984
62.6,355.784621,402.624788,333.439984
62.7,357.022319,403.340358,335.082768
62.8,357.022319,403.340358,335.082768
62.9,357.022319,403.340358,335.082768
63,358.075464,404.089695,336.46945
63.1,358.075464,404.089695,336.46945
63.2,358.075464,404.089695,336.46945
63.3,359.072998,404.80238,337.905507
63.4,359.072998,404.80238,337.905507
63.5,359.072998,404.80238,337.905507
63.6,360.009266,405.389299,339.371764
63.7,360.009266,405.389299,339.371764
63.8,360.009266,405.389299,339.371764
63.9,360.856117,405.933292,340.57674
64,360.856117,405.933292,340.57674
64.1,360.856117,405.933292,340.57674
64.2,361.485453,406.314577,341.4953
64.3,361.485453,406.314577,341.4953
64.4,361.485453,406.314577,341.4953
64.5,362.210141,406.43189,342.32419
64.6,362.210141,406.43189,342.32419
64.7,362.210141,406.43189,342.32419
64.8,362.855029,406.597253,343.069597
64.9,362.855029,406.597253,343.069597
65,362.855029,406.597253,343.069597
65.1,363.356088,406.661998,343.5901
65.2,363.356088,406.661998,343.5901
65.3,363.356088,406.661998,343.5901
65.4,363.839169,406.490095,343.915592
65.5,363.839169,406.490095,343.915592
65.6,363.839169,406.490095,343.915592
65.7,364.320855,406.243285,344.471329
65.8,364.320855,406.243285,344.471329
65.9,364.320855,406.243285,344.471329
66,364.754367,406.151237,345.060493
66.1,364.754367,406.151237,345.060493
66.2,364.754367,406.151237,345.060493
66.3,364.988711,406.114236,345.874579
66.4,364.988711,406.114236,345.874579
66.5,364.988711,406.114236,345.874579
66.6,365.30638,405.948635,346.732048
66.7,365.30638,405.948635,346.732048
66.8,365.30638,405.948635,346.732048
66.9,365.288669,405.93803,347.373598
67,365.288669,405.93803,347.373598
67.1,365.288669,405.93803,347.373598
67.2,365.562958,405.931262,347.781535
67.3,365.562958,405.931262,347.781535
67.4,365.562958,405.931262,347.781535
67.5,365.786831,405.812134,348.415245
67.6,365.786831,405.812134,348.415245
67.7,365.786831,405.812134,348.415245
67.8,365.998209,405.534384,348.890488
67.9,365.998209,405.534384,348.890488
68,365.998209,405.534384,348.890488
68.1,366.158271,405.079487,349.303339
68.2,366.158271,405.079487,349.303339
68.3,366.158271,405.079487,349.303339
68.4,366.271107,404.435893,349.531603
68.5,366.271107,404.435893,349.531603
68.6,366.271107,404.435893,349.531603
68.7,366.219571,403.997613,349.789898
68.8,366.219571,403.997613,349.789898
68.9,366.219571,403.997613,349.789898
69,366.173256,403.520027,349.88889
69.1,366.173256,403.520027,349.88889
69.2,366.173256,403.520027,349.88889
69.3,366.058602,402.999965,349.93281
69.4,366.058602,402.999965,349.93281
69.5,366.058602,402.999965,349.93281
69.6,365.921469,402.478503,349.917791
69.7,365.921469,402.478503,349.917791
69.8,365.921469,402.478503,349.917791
69.9,365.758904,401.905518,349.873416
70,365.758904,401.905518,349.873416
70.1,365.758904,401.905518,349.873416
70.2,365.57431,401.332479,349.864768
70.3,365.57431,401.332479,349.864768
70.4,365.57431,401.332479,349.864768
70.5,365.414462,400.697961,349.719807
70.6,365.414462,400.697961,349.719807
70.7,365.414462,400.697961,349.719807
70.8,365.221912,400.122547,349.614668
70.9,365.221912,400.122547,349.614668
71,365.221912,400.122547,349.614668
71.1,364.98962,399.501,349.479715
71.2,364.98962,399.501,349.479715
71.3,364.98962,399.501,349.479715
71.4,364.743694,398.864254,349.307891
71.5,364.743694,398.864254,349.307891
71.6,364.743694,398.864254,349.307891
71.7,364.46892,398.238735,349.184311
71.8,364.46892,398.238735,349.184311
71.9,364.46892,398.238735,349.184311
72,364.241371,397.640715,349.064371
72.1,364.241371,397.640715,349.064371
72.2,364.241371,397.640715,349.064371
72.3,363.912526,396.974622,348.956491
72.4,363.912526,396.974622,348.956491
72.5,363.912526,396.974622,348.956491
72.6,363.550506,396.276591,348.74323
72.7,363.550506,396.276591,348.74323
72.8,363.550506,396.276591,348.74323
72.9,363.222536,395.549548,348.423666
73,363.222536,395.549548,348.423666
73.1,363.222536,395.549548,348.423666
73.2,362.908407,394.831008,348.143922
73.3,362.908407,394.831008,348.143922
73.4,362.908407,394.831008,348.143922
73.5,362.566552,394.060386,347.84846
73.6,362.566552,394.060386,347.84846
73.7,362.566552,394.060386,347.84846
73.8,362.200601,393.242186,347.596919
73.9,362.200601,393.242186,347.596919
74,362.200601,393.242186,347.596919
74.1,361.762615,392.486513,347.188288
